stopID,line,stopName,borough,direction
R01N,N,Astoria-Ditmars Blvd,Q,Last Stop
R01S,N,Astoria-Ditmars Blvd,Q,Manhattan
R01N,W,Astoria-Ditmars Blvd,Q,Last Stop
R01S,W,Astoria-Ditmars Blvd,Q,Manhattan
R03N,N,Astoria Blvd,Q,Astoria
R03S,N,Astoria Blvd,Q,Manhattan
R03N,W,Astoria Blvd,Q,Astoria
R03S,W,Astoria Blvd,Q,Manhattan
R04N,N,30 Av,Q,Astoria
R04S,N,30 Av,Q,Manhattan
R04N,W,30 Av,Q,Astoria
R04S,W,30 Av,Q,Manhattan
R05N,N,Broadway,Q,Astoria
R05S,N,Broadway,Q,Manhattan
R05N,W,Broadway,Q,Astoria
R05S,W,Broadway,Q,Manhattan
R06N,N,36 Av,Q,Astoria
R06S,N,36 Av,Q,Manhattan
R06N,W,36 Av,Q,Astoria
R06S,W,36 Av,Q,Manhattan
R08N,N,39 Av-Dutch Kills,Q,Astoria
R08S,N,39 Av-Dutch Kills,Q,Manhattan
R08N,W,39 Av-Dutch Kills,Q,Astoria
R08S,W,39 Av-Dutch Kills,Q,Manhattan
R11N,N,Lexington Av/59 St,M,Queens
R11S,N,Lexington Av/59 St,M,Downtown
R11N,R,Lexington Av/59 St,M,Queens
R11S,R,Lexington Av/59 St,M,Downtown
R11N,W,Lexington Av/59 St,M,Queens
R11S,W,Lexington Av/59 St,M,Downtown
R13N,N,5 Av/59 St,M,Queens
R13S,N,5 Av/59 St,M,Downtown
R13N,R,5 Av/59 St,M,Queens
R13S,R,5 Av/59 St,M,Downtown
R13N,W,5 Av/59 St,M,Queens
R13S,W,5 Av/59 St,M,Downtown
R14N,N,57 St-7 Av,M,Uptown
R14S,N,57 St-7 Av,M,Downtown
R14N,Q,57 St-7 Av,M,Uptown
R14S,Q,57 St-7 Av,M,Downtown
R14N,R,57 St-7 Av,M,Uptown
R14S,R,57 St-7 Av,M,Downtown
R14N,W,57 St-7 Av,M,Uptown
R14S,W,57 St-7 Av,M,Downtown
R15N,N,49 St,M,Uptown
R15S,N,49 St,M,Downtown
R15N,R,49 St,M,Uptown
R15S,R,49 St,M,Downtown
R15N,W,49 St,M,Uptown
R15S,W,49 St,M,Downtown
R16N,N,Times Sq-42 St,M,Uptown
R16S,N,Times Sq-42 St,M,Downtown
R16N,Q,Times Sq-42 St,M,Uptown
R16S,Q,Times Sq-42 St,M,Downtown
R16N,R,Times Sq-42 St,M,Uptown
R16S,R,Times Sq-42 St,M,Downtown
R16N,W,Times Sq-42 St,M,Uptown
R16S,W,Times Sq-42 St,M,Downtown
R17N,N,34 St-Herald Sq,M,Uptown
R17S,N,34 St-Herald Sq,M,Downtown
R17N,Q,34 St-Herald Sq,M,Uptown
R17S,Q,34 St-Herald Sq,M,Downtown
R17N,R,34 St-Herald Sq,M,Uptown
R17S,R,34 St-Herald Sq,M,Downtown
R17N,W,34 St-Herald Sq,M,Uptown
R17S,W,34 St-Herald Sq,M,Downtown
R18N,R,28 St,M,Uptown
R18S,R,28 St,M,Downtown
R18N,W,28 St,M,Uptown
R18S,W,28 St,M,Downtown
R19N,R,23 St,M,Uptown
R19S,R,23 St,M,Downtown
R19N,W,23 St,M,Uptown
R19S,W,23 St,M,Downtown
R20N,N,14 St-Union Sq,M,Uptown
R20S,N,14 St-Union Sq,M,Downtown
R20N,Q,14 St-Union Sq,M,Uptown
R20S,Q,14 St-Union Sq,M,Downtown
R20N,R,14 St-Union Sq,M,Uptown
R20S,R,14 St-Union Sq,M,Downtown
R20N,W,14 St-Union Sq,M,Uptown
R20S,W,14 St-Union Sq,M,Downtown
R21N,R,8 St-NYU,M,Uptown
R21S,R,8 St-NYU,M,Downtown
R21N,W,8 St-NYU,M,Uptown
R21S,W,8 St-NYU,M,Downtown
R22N,R,Prince St,M,Uptown
R22S,R,Prince St,M,Downtown
R22N,W,Prince St,M,Uptown
R22S,W,Prince St,M,Downtown
R23N,R,Canal St,M,Uptown
R23S,R,Canal St,M,Downtown
R23N,W,Canal St,M,Uptown
R23S,W,Canal St,M,Downtown
Q01N,N,Canal St,M,Uptown
Q01S,N,Canal St,M,Downtown
Q01N,Q,Canal St,M,Uptown
Q01S,Q,Canal St,M,Downtown
R24N,R,City Hall,M,Uptown
R24S,R,City Hall,M,Downtown
R24N,W,City Hall,M,Uptown
R24S,W,City Hall,M,Downtown
R25N,R,Cortlandt St,M,Uptown
R25S,R,Cortlandt St,M,Downtown
R25N,W,Cortlandt St,M,Uptown
R25S,W,Cortlandt St,M,Downtown
R26N,R,Rector St,M,Uptown
R26S,R,Rector St,M,Downtown
R26N,W,Rector St,M,Uptown
R26S,W,Rector St,M,Downtown
R27N,R,Whitehall St-South Ferry,M,Uptown
R27S,R,Whitehall St-South Ferry,M,Downtown
R27N,W,Whitehall St-South Ferry,M,Uptown
R27S,W,Whitehall St-South Ferry,M,Downtown
R28N,R,Court St,Bk,Manhattan
R28S,R,Court St,Bk,Southbound
R29N,R,Jay St-MetroTech,Bk,Manhattan
R29S,R,Jay St-MetroTech,Bk,Southbound
R30N,B,DeKalb Av,Bk,Manhattan
R30S,B,DeKalb Av,Bk,Southbound
R30N,Q,DeKalb Av,Bk,Manhattan
R30S,Q,DeKalb Av,Bk,Southbound
R30N,R,DeKalb Av,Bk,Manhattan
R30S,R,DeKalb Av,Bk,Southbound
R31N,D,Atlantic Av-Barclays Ctr,Bk,Manhattan
R31S,D,Atlantic Av-Barclays Ctr,Bk,Southbound
R31N,N,Atlantic Av-Barclays Ctr,Bk,Manhattan
R31S,N,Atlantic Av-Barclays Ctr,Bk,Southbound
R31N,R,Atlantic Av-Barclays Ctr,Bk,Manhattan
R31S,R,Atlantic Av-Barclays Ctr,Bk,Southbound
R32N,R,Union St,Bk,Manhattan
R32S,R,Union St,Bk,Southbound
R33N,R,4 Av-9 St,Bk,Manhattan
R33S,R,4 Av-9 St,Bk,Southbound
R34N,R,Prospect Av,Bk,Manhattan
R34S,R,Prospect Av,Bk,Southbound
R35N,R,25 St,Bk,Manhattan
R35S,R,25 St,Bk,Southbound
R36N,D,36 St,Bk,Manhattan
R36S,D,36 St,Bk,Southbound
R36N,N,36 St,Bk,Manhattan
R36S,N,36 St,Bk,Southbound
R36N,R,36 St,Bk,Manhattan
R36S,R,36 St,Bk,Southbound
R39N,R,45 St,Bk,Manhattan
R39S,R,45 St,Bk,Southbound
R40N,R,53 St,Bk,Manhattan
R40S,R,53 St,Bk,Southbound
R41N,N,59 St,Bk,Manhattan
R41S,N,59 St,Bk,Southbound
R41N,R,59 St,Bk,Manhattan
R41S,R,59 St,Bk,Southbound
R42N,R,Bay Ridge Av,Bk,Manhattan
R42S,R,Bay Ridge Av,Bk,Bay Ridge
R43N,R,77 St,Bk,Manhattan
R43S,R,77 St,Bk,Bay Ridge
R44N,R,86 St,Bk,Manhattan
R44S,R,86 St,Bk,Bay Ridge
R45N,R,Bay Ridge-95 St,Bk,Manhattan
R45S,R,Bay Ridge-95 St,Bk,Last Stop
D24N,B,Atlantic Av-Barclays Ctr,Bk,Manhattan
D24S,B,Atlantic Av-Barclays Ctr,Bk,Southbound
D24N,Q,Atlantic Av-Barclays Ctr,Bk,Manhattan
D24S,Q,Atlantic Av-Barclays Ctr,Bk,Southbound
D25N,B,7 Av,Bk,Manhattan
D25S,B,7 Av,Bk,Southbound
D25N,Q,7 Av,Bk,Manhattan
D25S,Q,7 Av,Bk,Southbound
D26N,B,Prospect Park,Bk,Northbound
D26S,B,Prospect Park,Bk,Southbound
D26N,Q,Prospect Park,Bk,Northbound
D26S,Q,Prospect Park,Bk,Southbound
D26N,S,Prospect Park,Bk,Northbound
D26S,S,Prospect Park,Bk,Southbound
D27N,Q,Parkside Av,Bk,Manhattan
D27S,Q,Parkside Av,Bk,Southbound
D28N,B,Church Av,Bk,Manhattan
D28S,B,Church Av,Bk,Southbound
D28N,Q,Church Av,Bk,Manhattan
D28S,Q,Church Av,Bk,Southbound
D29N,Q,Beverley Rd,Bk,Manhattan
D29S,Q,Beverley Rd,Bk,Southbound
D30N,Q,Cortelyou Rd,Bk,Manhattan
D30S,Q,Cortelyou Rd,Bk,Southbound
D31N,B,Newkirk Plaza,Bk,Manhattan
D31S,B,Newkirk Plaza,Bk,Southbound
D31N,Q,Newkirk Plaza,Bk,Manhattan
D31S,Q,Newkirk Plaza,Bk,Southbound
D32N,Q,Avenue H,Bk,Manhattan
D32S,Q,Avenue H,Bk,Southbound
D33N,Q,Avenue J,Bk,Manhattan
D33S,Q,Avenue J,Bk,Southbound
D34N,Q,Avenue M,Bk,Manhattan
D34S,Q,Avenue M,Bk,Southbound
D35N,B,Kings Hwy,Bk,Manhattan
D35S,B,Kings Hwy,Bk,Southbound
D35N,Q,Kings Hwy,Bk,Manhattan
D35S,Q,Kings Hwy,Bk,Southbound
D37N,Q,Avenue U,Bk,Manhattan
D37S,Q,Avenue U,Bk,Southbound
D38N,Q,Neck Rd,Bk,Manhattan
D38S,Q,Neck Rd,Bk,Southbound
D39N,B,Sheepshead Bay,Bk,Manhattan
D39S,B,Sheepshead Bay,Bk,Southbound
D39N,Q,Sheepshead Bay,Bk,Manhattan
D39S,Q,Sheepshead Bay,Bk,Southbound
D40N,B,Brighton Beach,Bk,Manhattan
D40S,B,Brighton Beach,Bk,Southbound
D40N,Q,Brighton Beach,Bk,Manhattan
D40S,Q,Brighton Beach,Bk,Southbound
D41N,Q,Ocean Pkwy,Bk,Manhattan
D41S,Q,Ocean Pkwy,Bk,Coney Island
D42N,F,W 8 St-NY Aquarium,Bk,Manhattan
D42S,F,W 8 St-NY Aquarium,Bk,Coney Island
D42N,Q,W 8 St-NY Aquarium,Bk,Manhattan
D42S,Q,W 8 St-NY Aquarium,Bk,Coney Island
D43N,D,Coney Island-Stillwell Av,Bk,Manhattan
D43S,D,Coney Island-Stillwell Av,Bk,Last Stop
D43N,F,Coney Island-Stillwell Av,Bk,Manhattan
D43S,F,Coney Island-Stillwell Av,Bk,Last Stop
D43N,N,Coney Island-Stillwell Av,Bk,Manhattan
D43S,N,Coney Island-Stillwell Av,Bk,Last Stop
D43N,Q,Coney Island-Stillwell Av,Bk,Manhattan
D43S,Q,Coney Island-Stillwell Av,Bk,Last Stop
B12N,D,9 Av,Bk,Manhattan
B12S,D,9 Av,Bk,Southbound
B13N,D,Fort Hamilton Pkwy,Bk,Manhattan
B13S,D,Fort Hamilton Pkwy,Bk,Southbound
B14N,D,50 St,Bk,Manhattan
B14S,D,50 St,Bk,Southbound
B15N,D,55 St,Bk,Manhattan
B15S,D,55 St,Bk,Southbound
B16N,D,62 St,Bk,Manhattan
B16S,D,62 St,Bk,Southbound
B17N,D,71 St,Bk,Manhattan
B17S,D,71 St,Bk,Southbound
B18N,D,79 St,Bk,Manhattan
B18S,D,79 St,Bk,Southbound
B19N,D,18 Av,Bk,Manhattan
B19S,D,18 Av,Bk,Southbound
B20N,D,20 Av,Bk,Manhattan
B20S,D,20 Av,Bk,Southbound
B21N,D,Bay Pkwy,Bk,Manhattan
B21S,D,Bay Pkwy,Bk,Southbound
B22N,D,25 Av,Bk,Manhattan
B22S,D,25 Av,Bk,Coney Island
B23N,D,Bay 50 St,Bk,Manhattan
B23S,D,Bay 50 St,Bk,Coney Island
N02N,N,8 Av,Bk,Manhattan
N02S,N,8 Av,Bk,Coney Island
N03N,N,Fort Hamilton Pkwy,Bk,Manhattan
N03S,N,Fort Hamilton Pkwy,Bk,Coney Island
N04N,N,New Utrecht Av,Bk,Manhattan
N04S,N,New Utrecht Av,Bk,Coney Island
N05N,N,18 Av,Bk,Manhattan
N05S,N,18 Av,Bk,Coney Island
N06N,N,20 Av,Bk,Manhattan
N06S,N,20 Av,Bk,Coney Island
N07N,N,Bay Pkwy,Bk,Manhattan
N07S,N,Bay Pkwy,Bk,Coney Island
N08N,N,Kings Hwy,Bk,Manhattan
N08S,N,Kings Hwy,Bk,Coney Island
N09N,N,Avenue U,Bk,Manhattan
N09S,N,Avenue U,Bk,Coney Island
N10N,N,86 St,Bk,Manhattan
N10S,N,86 St,Bk,Coney Island
J12N,J,121 St,Q,Jamaica
J12S,J,121 St,Q,Manhattan
J12N,Z,121 St,Q,Jamaica
J12S,Z,121 St,Q,Manhattan
J13N,J,111 St,Q,Jamaica
J13S,J,111 St,Q,Manhattan
J14N,J,104 St,Q,Jamaica
J14S,J,104 St,Q,Manhattan
J14N,Z,104 St,Q,Jamaica
J14S,Z,104 St,Q,Manhattan
J15N,J,Woodhaven Blvd,Q,Jamaica
J15S,J,Woodhaven Blvd,Q,Manhattan
J15N,Z,Woodhaven Blvd,Q,Jamaica
J15S,Z,Woodhaven Blvd,Q,Manhattan
J16N,J,85 St-Forest Pkwy,Q,Jamaica
J16S,J,85 St-Forest Pkwy,Q,Manhattan
J17N,J,75 St-Elderts Ln,Q,Jamaica
J17S,J,75 St-Elderts Ln,Q,Manhattan
J17N,Z,75 St-Elderts Ln,Q,Jamaica
J17S,Z,75 St-Elderts Ln,Q,Manhattan
J19N,J,Cypress Hills,Bk,Queens
J19S,J,Cypress Hills,Bk,Manhattan
J20N,J,Crescent St,Bk,Outbound
J20S,J,Crescent St,Bk,Manhattan
J20N,Z,Crescent St,Bk,Outbound
J20S,Z,Crescent St,Bk,Manhattan
J21N,J,Norwood Av,Bk,Outbound
J21S,J,Norwood Av,Bk,Manhattan
J21N,Z,Norwood Av,Bk,Outbound
J21S,Z,Norwood Av,Bk,Manhattan
J22N,J,Cleveland St,Bk,Outbound
J22S,J,Cleveland St,Bk,Manhattan
J23N,J,Van Siclen Av,Bk,Outbound
J23S,J,Van Siclen Av,Bk,Manhattan
J23N,Z,Van Siclen Av,Bk,Outbound
J23S,Z,Van Siclen Av,Bk,Manhattan
J24N,J,Alabama Av,Bk,Outbound
J24S,J,Alabama Av,Bk,Manhattan
J27N,J,Broadway Junction,Bk,Outbound
J27S,J,Broadway Junction,Bk,Manhattan
J27N,Z,Broadway Junction,Bk,Outbound
J27S,Z,Broadway Junction,Bk,Manhattan
J28N,J,Chauncey St,Bk,Outbound
J28S,J,Chauncey St,Bk,Manhattan
J28N,Z,Chauncey St,Bk,Outbound
J28S,Z,Chauncey St,Bk,Manhattan
J29N,J,Halsey St,Bk,Outbound
J29S,J,Halsey St,Bk,Manhattan
J30N,J,Gates Av,Bk,Outbound
J30S,J,Gates Av,Bk,Manhattan
J30N,Z,Gates Av,Bk,Outbound
J30S,Z,Gates Av,Bk,Manhattan
J31N,J,Kosciuszko St,Bk,Outbound
J31S,J,Kosciuszko St,Bk,Manhattan
M11N,J,Myrtle Av,Bk,Outbound
M11S,J,Myrtle Av,Bk,Manhattan
M11N,M,Myrtle Av,Bk,Outbound
M11S,M,Myrtle Av,Bk,Manhattan
M11N,Z,Myrtle Av,Bk,Outbound
M11S,Z,Myrtle Av,Bk,Manhattan
M12N,J,Flushing Av,Bk,Outbound
M12S,J,Flushing Av,Bk,Manhattan
M12N,M,Flushing Av,Bk,Outbound
M12S,M,Flushing Av,Bk,Manhattan
M13N,J,Lorimer St,Bk,Outbound
M13S,J,Lorimer St,Bk,Manhattan
M13N,M,Lorimer St,Bk,Outbound
M13S,M,Lorimer St,Bk,Manhattan
M14N,J,Hewes St,Bk,Outbound
M14S,J,Hewes St,Bk,Manhattan
M14N,M,Hewes St,Bk,Outbound
M14S,M,Hewes St,Bk,Manhattan
M16N,J,Marcy Av,Bk,Outbound
M16S,J,Marcy Av,Bk,Manhattan
M16N,M,Marcy Av,Bk,Outbound
M16S,M,Marcy Av,Bk,Manhattan
M16N,Z,Marcy Av,Bk,Outbound
M16S,Z,Marcy Av,Bk,Manhattan
M18N,J,Delancey St-Essex St,M,Brooklyn
M18S,J,Delancey St-Essex St,M,Inbound
M18N,M,Delancey St-Essex St,M,Brooklyn
M18S,M,Delancey St-Essex St,M,Inbound
M18N,Z,Delancey St-Essex St,M,Brooklyn
M18S,Z,Delancey St-Essex St,M,Inbound
M19N,J,Bowery,M,Brooklyn
M19S,J,Bowery,M,Downtown
M19N,Z,Bowery,M,Brooklyn
M19S,Z,Bowery,M,Downtown
M20N,J,Canal St,M,Brooklyn
M20S,J,Canal St,M,Downtown
M20N,Z,Canal St,M,Brooklyn
M20S,Z,Canal St,M,Downtown
M21N,J,Chambers St,M,Brooklyn
M21S,J,Chambers St,M,Downtown
M21N,Z,Chambers St,M,Brooklyn
M21S,Z,Chambers St,M,Downtown
M22N,J,Fulton St,M,Brooklyn
M22S,J,Fulton St,M,Downtown
M22N,Z,Fulton St,M,Brooklyn
M22S,Z,Fulton St,M,Downtown
M23N,J,Broad St,M,Brooklyn
M23S,J,Broad St,M,Last Stop
M23N,Z,Broad St,M,Brooklyn
M23S,Z,Broad St,M,Last Stop
M01N,M,Middle Village-Metropolitan Av,Q,Inbound
M01S,M,Middle Village-Metropolitan Av,Q,Last Stop
M04N,M,Fresh Pond Rd,Q,Inbound
M04S,M,Fresh Pond Rd,Q,Middle Village
M05N,M,Forest Av,Q,Inbound
M05S,M,Forest Av,Q,Middle Village
M06N,M,Seneca Av,Q,Inbound
M06S,M,Seneca Av,Q,Middle Village
M08N,M,Myrtle-Wyckoff Avs,Bk,Inbound
M08S,M,Myrtle-Wyckoff Avs,Bk,Middle Village
M09N,M,Knickerbocker Av,Bk,Inbound
M09S,M,Knickerbocker Av,Bk,Middle Village
M10N,M,Central Av,Bk,Inbound
M10S,M,Central Av,Bk,Middle Village
L01N,L,8 Av,M,Last Stop
L01S,L,8 Av,M,Brooklyn
L02N,L,6 Av,M,West Side
L02S,L,6 Av,M,Brooklyn
L03N,L,14 St-Union Sq,M,West Side
L03S,L,14 St-Union Sq,M,Brooklyn
L05N,L,3 Av,M,West Side
L05S,L,3 Av,M,Brooklyn
L06N,L,1 Av,M,West Side
L06S,L,1 Av,M,Brooklyn
L08N,L,Bedford Av,Bk,Manhattan
L08S,L,Bedford Av,Bk,Outbound
L10N,L,Lorimer St,Bk,Manhattan
L10S,L,Lorimer St,Bk,Outbound
L11N,L,Graham Av,Bk,Manhattan
L11S,L,Graham Av,Bk,Outbound
L12N,L,Grand St,Bk,Manhattan
L12S,L,Grand St,Bk,Outbound
L13N,L,Montrose Av,Bk,Manhattan
L13S,L,Montrose Av,Bk,Outbound
L14N,L,Morgan Av,Bk,Manhattan
